U+F0000||󰀀||U1F004||mahjong_red_dragon
U+F00F6||󰃶||U1F1F8-U1F1F3||flag_senegal
U+F00F7||󰃷||U1F1F8-U1F1F4||flag_somalia
U+F00F8||󰃸||U1F1F8-U1F1F7||flag_suriname
U+F00F9||󰃹||U1F1F8-U1F1F8||flag_south_sudan
U+F00FA||󰃺||U1F1F8-U1F1F9||flag_são_tomé_&_príncipe
U+F00FB||󰃻||U1F1F8-U1F1FB||flag_el_salvador
U+F00FC||󰃼||U1F1F8-U1F1FD||flag_sint_maarten
U+F00FD||󰃽||U1F1F8-U1F1FE||flag_syria
U+F00FE||󰃾||U1F1F8-U1F1FF||flag_eswatini
U+F00FF||󰃿||U1F1F9||t
U+F0100||󰄀||U1F1F9-U1F1E6||flag_tristan_da_cunha
U+F0101||󰄁||U1F1F9-U1F1E8||flag_turks_&_caicos_islands
U+F0102||󰄂||U1F1F9-U1F1E9||flag_chad
U+F0103||󰄃||U1F1F9-U1F1EB||flag_french_southern_territories
U+F0104||󰄄||U1F1F9-U1F1EC||flag_togo
U+F0105||󰄅||U1F1F9-U1F1ED||flag_thailand
U+F0106||󰄆||U1F1F9-U1F1EF||flag_tajikistan
U+F0107||󰄇||U1F1F9-U1F1F0||flag_tokelau
U+F0108||󰄈||U1F1F9-U1F1F1||flag_timor_leste
U+F0109||󰄉||U1F1F9-U1F1F2||flag_turkmenistan
U+F010A||󰄊||U1F1F9-U1F1F3||flag_tunisia
U+F010B||󰄋||U1F1F9-U1F1F4||flag_tonga
U+F010C||󰄌||U1F1F9-U1F1F7||flag_turkey
U+F010D||󰄍||U1F1F9-U1F1F9||flag_trinidad_&_tobago
U+F010E||󰄎||U1F1F9-U1F1FB||flag_tuvalu
U+F010F||󰄏||U1F1F9-U1F1FC||flag_taiwan
U+F0110||󰄐||U1F1F9-U1F1FF||flag_tanzania
U+F0111||󰄑||U1F1FA||u
U+F0112||󰄒||U1F1FA-U1F1E6||flag_ukraine
U+F0113||󰄓||U1F1FA-U1F1EC||flag_uganda
U+F0114||󰄔||U1F1FA-U1F1F2||flag_u.s._outlying_islands
U+F0115||󰄕||U1F1FA-U1F1F3||flag_united_nations
U+F0116||󰄖||U1F1FA-U1F1F8||flag_united_states
U+F0117||󰄗||U1F1FA-U1F1FE||flag_uruguay
U+F0118||󰄘||U1F1FA-U1F1FF||flag_uzbekistan
U+F0119||󰄙||U1F1FB||v
U+F011A||󰄚||U1F1FB-U1F1E6||flag_vatican_city
U+F011B||󰄛||U1F1FB-U1F1E8||flag_st._vincent_&_grenadines
U+F011C||󰄜||U1F1FB-U1F1EA||flag_venezuela
U+F011D||󰄝||U1F1FB-U1F1EC||flag_british_virgin_islands
U+F011E||󰄞||U1F1FB-U1F1EE||flag_u.s._virgin_islands
U+F011F||󰄟||U1F1FB-U1F1F3||flag_vietnam
U+F0120||󰄠||U1F1FB-U1F1FA||flag_vanuatu
U+F0121||󰄡||U1F1FC||w
U+F0122||󰄢||U1F1FC-U1F1EB||flag_wallis_&_futuna
U+F0123||󰄣||U1F1FC-U1F1F8||flag_samoa
U+F0124||󰄤||U1F1FD||x
U+F0125||󰄥||U1F1FD-U1F1F0||flag_kosovo
U+F0126||󰄦||U1F1FE||y
U+F0127||󰄧||U1F1FE-U1F1EA||flag_yemen
U+F0128||󰄨||U1F1FE-U1F1F9||flag_mayotte
U+F0129||󰄩||U1F1FF||z
U+F012A||󰄪||U1F1FF-U1F1E6||flag_south_africa
U+F012B||󰄫||U1F1FF-U1F1F2||flag_zambia
U+F012C||󰄬||U1F1FF-U1F1FC||flag_zimbabwe
U+F012D||󰄭||U1F201||japanese_“here”_button
U+F012E||󰄮||U1F202||japanese_“service_charge”_button
U+F012F||󰄯||U1F21A||japanese_“free_of_charge”_button
U+F0130||󰄰||U1F22F||japanese_“reserved”_button
U+F0131||󰄱||U1F232||japanese_“prohibited”_button
U+F0132||󰄲||U1F233||japanese_“vacancy”_button
U+F0133||󰄳||U1F234||japanese_“passing_grade”_button
U+F0134||󰄴||U1F235||japanese_“no_vacancy”_button
U+F0135||󰄵||U1F236||japanese_“not_free_of_charge”_button
U+F0136||󰄶||U1F237||japanese_“monthly_amount”_button
U+F0137||󰄷||U1F238||japanese_“application”_button
U+F0138||󰄸||U1F239||japanese_“discount”_button
U+F0139||󰄹||U1F23A||japanese_“open_for_business”_button
U+F013A||󰄺||U1F250||japanese_“bargain”_button
U+F013B||󰄻||U1F251||japanese_“acceptable”_button
U+F013C||󰄼||U1F300||cyclone
U+F013D||󰄽||U1F301||foggy
U+F013E||󰄾||U1F302||closed_umbrella
U+F013F||󰄿||U1F303||night_with_stars
U+F0140||󰅀||U1F304||sunrise_over_mountains
U+F0141||󰅁||U1F305||sunrise
U+F0142||󰅂||U1F306||cityscape_at_dusk
U+F0143||󰅃||U1F307||sunset
U+F0144||󰅄||U1F308||rainbow
U+F0145||󰅅||U1F309||bridge_at_night
U+F0146||󰅆||U1F30A||water_wave
U+F0147||󰅇||U1F30B||volcano
U+F0148||󰅈||U1F30C||milky_way
U+F0149||󰅉||U1F30D||globe_showing_europe_africa
U+F014A||󰅊||U1F30E||globe_showing_americas
U+F014B||󰅋||U1F30F||globe_showing_asia_australia
U+F014C||󰅌||U1F310||globe_with_meridians
U+F014D||󰅍||U1F311||new_moon
U+F014E||󰅎||U1F312||waxing_crescent_moon
U+F014F||󰅏||U1F313||first_quarter_moon
U+F0150||󰅐||U1F314||waxing_gibbous_moon
U+F0151||󰅑||U1F315||full_moon
U+F0152||󰅒||U1F316||waning_gibbous_moon
U+F0153||󰅓||U1F317||last_quarter_moon
U+F0154||󰅔||U1F318||waning_crescent_moon
U+F0155||󰅕||U1F319||crescent_moon
U+F0156||󰅖||U1F31A||new_moon_face
U+F0157||󰅗||U1F31B||first_quarter_moon_face
U+F0158||󰅘||U1F31C||last_quarter_moon_face
U+F0159||󰅙||U1F31D||full_moon_face
U+F015A||󰅚||U1F31E||sun_with_face
U+F015B||󰅛||U1F31F||glowing_star
U+F015C||󰅜||U1F320||shooting_star
U+F015D||󰅝||U1F321||thermometer
U+F015E||󰅞||U1F324||sun_behind_small_cloud
U+F015F||󰅟||U1F325||sun_behind_large_cloud
U+F0160||󰅠||U1F326||sun_behind_rain_cloud
U+F0161||󰅡||U1F327||cloud_with_rain
U+F0162||󰅢||U1F328||cloud_with_snow
U+F0163||󰅣||U1F329||cloud_with_lightning
U+F0164||󰅤||U1F32A||tornado
U+F0165||󰅥||U1F32B||fog
U+F0166||󰅦||U1F32C||wind_face
U+F0167||󰅧||U1F32D||hot_dog
U+F0168||󰅨||U1F32E||taco
U+F0169||󰅩||U1F32F||burrito
U+F016A||󰅪||U1F330||chestnut
U+F016B||󰅫||U1F331||seedling
U+F016C||󰅬||U1F332||evergreen_tree
U+F016D||󰅭||U1F333||deciduous_tree
U+F016E||󰅮||U1F334||palm_tree
U+F016F||󰅯||U1F335||cactus
U+F0170||󰅰||U1F336||hot_pepper
U+F0171||󰅱||U1F337||tulip
U+F0172||󰅲||U1F338||cherry_blossom
U+F0173||󰅳||U1F339||rose
U+F0174||󰅴||U1F33A||hibiscus
U+F0175||󰅵||U1F33B||sunflower
U+F0176||󰅶||U1F33C||blossom
U+F0177||󰅷||U1F33D||ear_of_corn
U+F0178||󰅸||U1F33E||sheaf_of_rice
U+F0179||󰅹||U1F33F||herb
U+F017A||󰅺||U1F340||four_leaf_clover
U+F017B||󰅻||U1F341||maple_leaf
U+F017C||󰅼||U1F342||fallen_leaf
U+F017D||󰅽||U1F343||leaf_fluttering_in_wind
U+F017E||󰅾||U1F344||mushroom
U+F017F||󰅿||U1F345||tomato
U+F0180||󰆀||U1F346||eggplant
U+F0181||󰆁||U1F347||grapes
U+F0182||󰆂||U1F348||melon
U+F0183||󰆃||U1F349||watermelon
U+F0184||󰆄||U1F34A||tangerine
U+F0185||󰆅||U1F34B||lemon
U+F0186||󰆆||U1F34C||banana
U+F0187||󰆇||U1F34D||pineapple
U+F0188||󰆈||U1F34E||red_apple
U+F0189||󰆉||U1F34F||green_apple
U+F018A||󰆊||U1F350||pear
U+F018B||󰆋||U1F351||peach
U+F018C||󰆌||U1F352||cherries
U+F018D||󰆍||U1F353||strawberry
U+F018E||󰆎||U1F354||hamburger
U+F018F||󰆏||U1F355||pizza
U+F0190||󰆐||U1F356||meat_on_bone
U+F0191||󰆑||U1F357||poultry_leg
U+F0192||󰆒||U1F358||rice_cracker
U+F0193||󰆓||U1F359||rice_ball
U+F0194||󰆔||U1F35A||cooked_rice
U+F0195||󰆕||U1F35B||curry_rice
U+F0196||󰆖||U1F35C||steaming_bowl
U+F0197||󰆗||U1F35D||spaghetti
U+F0198||󰆘||U1F35E||bread
U+F0199||󰆙||U1F35F||french_fries
U+F019A||󰆚||U1F360||roasted_sweet_potato
U+F019B||󰆛||U1F361||dango
U+F019C||󰆜||U1F362||oden
U+F019D||󰆝||U1F363||sushi
U+F019E||󰆞||U1F364||fried_shrimp
U+F019F||󰆟||U1F365||fish_cake_with_swirl
U+F01A0||󰆠||U1F366||soft_ice_cream
U+F01A1||󰆡||U1F367||shaved_ice
U+F01A2||󰆢||U1F368||ice_cream
U+F01A3||󰆣||U1F369||doughnut
U+F01A4||󰆤||U1F36A||cookie
U+F01A5||󰆥||U1F36B||chocolate_bar
U+F01A6||󰆦||U1F36C||candy
U+F01A7||󰆧||U1F36D||lollipop
U+F01A8||󰆨||U1F36E||custard
U+F01A9||󰆩||U1F36F||honey_pot
U+F01AA||󰆪||U1F370||shortcake
U+F01AB||󰆫||U1F371||bento_box
U+F01AC||󰆬||U1F372||pot_of_food
U+F01AD||󰆭||U1F373||cooking
U+F01AE||󰆮||U1F374||fork_and_knife
U+F01AF||󰆯||U1F375||teacup_without_handle
U+F01B0||󰆰||U1F376||sake
U+F01B1||󰆱||U1F377||wine_glass
U+F01B2||󰆲||U1F378||cocktail_glass
U+F01B3||󰆳||U1F379||tropical_drink
U+F01B4||󰆴||U1F37A||beer_mug
U+F01B5||󰆵||U1F37B||clinking_beer_mugs
U+F01B6||󰆶||U1F37C||baby_bottle
U+F01B7||󰆷||U1F37D||fork_and_knife_with_plate
U+F01B8||󰆸||U1F37E||bottle_with_popping_cork
U+F01B9||󰆹||U1F37F||popcorn
U+F01BA||󰆺||U1F380||ribbon
U+F01BB||󰆻||U1F381||wrapped_gift
U+F01BC||󰆼||U1F382||birthday_cake
U+F01BD||󰆽||U1F383||jack_o_lantern
U+F01BE||󰆾||U1F384||christmas_tree
U+F01BF||󰆿||U1F385||santa_claus
U+F01C0||󰇀||U1F385-U1F3FB||santa_claus_light_skin_tone
U+F01C1||󰇁||U1F385-U1F3FC||santa_claus_medium_light_skin_tone
U+F01C2||󰇂||U1F385-U1F3FD||santa_claus_medium_skin_tone
U+F01C3||󰇃||U1F385-U1F3FE||santa_claus_medium_dark_skin_tone
U+F01C4||󰇄||U1F385-U1F3FF||santa_claus_dark_skin_tone
U+F01C5||󰇅||U1F386||fireworks
U+F01C6||󰇆||U1F387||sparkler
U+F01C7||󰇇||U1F388||balloon
U+F01C8||󰇈||U1F389||party_popper
U+F01C9||󰇉||U1F38A||confetti_ball
U+F01CA||󰇊||U1F38B||tanabata_tree
U+F01CB||󰇋||U1F38C||crossed_flags
U+F01CC||󰇌||U1F38D||pine_decoration
U+F01CD||󰇍||U1F38E||japanese_dolls
U+F01CE||󰇎||U1F38F||carp_streamer
U+F01CF||󰇏||U1F390||wind_chime
U+F01D0||󰇐||U1F391||moon_viewing_ceremony
U+F01D1||󰇑||U1F392||backpack
U+F01D2||󰇒||U1F393||graduation_cap
U+F01D3||󰇓||U1F396||military_medal
U+F01D4||󰇔||U1F397||reminder_ribbon
U+F01D5||󰇕||U1F399||studio_microphone
U+F01D6||󰇖||U1F39A||level_slider
U+F01D7||󰇗||U1F39B||control_knobs
U+F01D8||󰇘||U1F39E||film_frames
U+F01D9||󰇙||U1F39F||admission_tickets
U+F01DA||󰇚||U1F3A0||carousel_horse
